order,id,count,hate_speech,offensive_language,neither,class,labels,tweet_hashed
2589,24575,3,0,3,0,1,0-3-0,im weeaboo trash
2590,13475,3,0,1,2,2,0-1-2,"My son is 9 and still has issues tying his shoes because he's barefoot all the time, in case you wanted to know my hillbilly status."
2591,12318,3,0,2,1,1,0-2-1,Its theTURE of birds. YOU LET ONE of them eat---Next thing you know you've invited the entire ecosystem to shit on your car. #SFvsSTL
2592,14510,3,0,2,1,1,0-2-1,"RT @###### Taking my dad to dinner...Watching the NHL awards at the sports bar while both my dad and I bitch about this ""LA kings""&#8230;"
2593,4127,3,0,3,0,1,0-3-0,@###### yes bitch. &#128528;&#128514;
2594,7044,3,3,0,0,0,3-0-0,@###### I'm surprised you could read it with slits for eyes
2595,18893,3,0,3,0,1,0-3-0,RT @###### &#128591; Lord please don't let this bitch kill my vibe.
2596,17668,3,0,2,1,1,0-2-1,"RT @###### FoxtrotUniform
Charlie
Kilo."
2597,11832,3,0,1,2,2,0-1-2,"If ever sports seemed scripted , this ending to this Yankee game proved it"
2598,11900,3,2,1,0,0,2/1/2000,If yer gonna continue to be a contrarian bitch... go die then. I've no time for such trifling!
2599,13981,3,0,0,3,2,0-0-3,One of the great treasures of living in San Diego is ready access to Mexican Twinkies made with real sugar and Mexican Coca Cola.
2600,6866,3,0,1,2,2,0-1-2,"@###### an coaches dont put them in positions to be successful, the offensive struggles can all be put on gardner, program is trash"
2601,9383,3,2,1,0,0,2/1/2000,"Flaming faggots that publicly state how they want everything handed to them... Like fuck you dude, get off your bottom ass and do something"
2602,4551,3,1,2,0,1,1/2/2000,@###### can we plz go to Starbucks and do that. Ebola sounds like a really ghetto hood name tbh.
2603,20491,3,0,2,1,1,0-2-1,RT @###### idkmadz tbh I've seen you in recess at the monkey bars but I was too busy getting beat up lol ! we should talk more! rate &#8230;
2604,22252,3,0,3,0,1,0-3-0,These hoes be trying 2much doing 2much
2605,4621,3,0,0,3,2,0-0-3,@###### the only thing better than a bargain is a Yankee bargain.
2606,23957,3,0,2,1,1,0-2-1,You're dismissed bitch. @###### @###### no.. i wanna play with you thumper..&#8221;
2607,21896,3,0,2,1,1,0-2-1,That was a bitch move I pulled...probably the most heartless thing I did
2608,19921,3,0,1,2,2,0-1-2,"RT @###### What I really want is some brownies from H&amp;R, iced latte, my boy, and a blanket w/ movies. That sounds prettttttty amazi&#8230;"
2609,23226,3,0,2,1,1,0-2-1,When women are so proud that they don't like to cook &amp; clean bitch stop being lazy.. It's not cute
2610,5600,3,2,0,1,0,2-0-1,"@###### @###### WooHoo! New Black ""Kill Cracker babies"" Panthers to the rescue! #racist #trash #thugs #Ferguson #fergusonriot"
2611,8229,3,1,0,2,2,1-0-2,"Bet they want a cookie, Bergbrain? You mean like you want a cracker? Kinda bitter here today aren'tcha? #stribpol mngop #mnleg"
2612,3114,3,0,1,2,2,0-1-2,"@###### @###### hoe hoe hoe, merry Christmas"
2613,13417,3,0,0,3,2,0-0-3,My nicca @###### swear he can see me in madden lol
2614,23123,3,1,2,0,1,1/2/2000,What's this bitch retarded? GIVE ME BACK MY 16 DOLLARS &#8220;@###### Every time I meet somebody I assume I'll never meet them again&#8221;
2615,19404,3,0,3,0,1,0-3-0,RT @###### u still in ur feelings and he in some new pussy
2616,13079,3,0,1,2,2,0-1-2,Manual labor so trash
2617,25016,3,0,1,2,2,0-1-2,the birds out tonight
2618,12066,3,0,3,0,1,0-3-0,"Im trying to take the word ""bitch"" outta my vocabulary , hardest shit ever"
2619,10836,3,0,0,3,2,0-0-3,"I hope the Yankees get Soriano, shoulda never gave him away for Alex Rodriguez"
2620,5248,3,2,1,0,0,2/1/2000,@###### She's a cunt
2621,11541,3,0,1,2,2,0-1-2,I'm definitely watching that mook/ lux battle today damn it!!!
2622,12270,3,1,2,0,1,1/2/2000,It's ok to tell a nigga he trash and a feature will never happen fam.
2623,6712,3,2,1,0,0,2/1/2000,@###### better nig. Lol but if anything ill flip u the 10 or something. Im tryna get some more cash
2624,14481,3,2,0,1,0,2-0-1,RT @###### @###### @###### Gee isn't cracker a racist term? So tired of these race baiters.
2625,23293,3,1,2,0,1,1/2/2000,Who tf make an account of another bitch... Like you wanna be anotha bitch dat bad.. Lmfaooo fat ass hoes
2626,4968,3,0,1,2,2,0-1-2,@###### @###### ..............&#128530;
2627,6355,3,2,1,0,0,2/1/2000,"@###### @###### to ----&gt;@###### get past boot camp, and go active a few years, see what we REALLY do daily you liberal pussy"
2628,6417,3,0,1,2,2,0-1-2,"@###### hey #teabagger Bohner said he got ""98% of what he wanted"" in sequester. You sound like a moron when everyone knows you are LYING"
2629,23681,3,1,2,0,1,1/2/2000,Yo own homegirls sayin you a bum bitch #Ooooostopflexingforigandtwitter
2630,2790,3,3,0,0,0,3-0-0,"@###### hey Sir house nigger, uncle tom aren't you from grand ole Mississippi, I rest my case!"
2631,4610,3,3,0,0,0,3-0-0,@###### Dumb Haitian fake black faggots. Go to Haiti and neck yourself.
2632,3917,3,0,2,1,1,0-2-1,"@###### Ohh Mr I'm all tough cause I live in a retarded city thinks he's cool. People like you should be shoveling my snow, broke bum."
2633,12518,3,2,0,1,0,2-0-1,Karmas a bitch and so are you. You'll be getting along just fine real soon.
2634,17908,3,2,1,0,0,2/1/2000,RT @###### Niggaz like all them naked bitches on IG pics NIGGAZ DONT LOVE EM
2635,15914,3,0,3,0,1,0-3-0,RT @###### I just roasted a hoe
2636,5872,3,0,1,2,2,0-1-2,@###### @###### Crystal probably only person in world interested in my poor black hillbilly:Jamaica::poor white hillbilly:WV idea
2637,21571,3,0,0,3,2,0-0-3,Sources say that Charlie Crist is on the phone with Rick Scott as I type this to concede.
2638,14535,3,0,2,1,1,0-2-1,RT @###### Now let me write your mom since I have her address &amp; let her know her daughter is in Miami selling pussy for $85 &#128536;
2639,10603,3,0,1,2,2,0-1-2,I get a 50 pound bag of dawg for the mutts
2640,6037,3,0,0,3,2,0-0-3,@###### it's kinda screwed up that they were my guinea pigs but i was only experimenting on taste instead i got more interesting results.
2641,696,3,1,2,0,1,1/2/2000,"#ChristianBale should be KISSING #Moses ass for his fight with God, OTHERWISE WE MIGHT ALL BE FUCKING DEAD&gt; #retarded #ass #actor #faggot"
2642,6041,3,3,0,0,0,3-0-0,"@###### You don't have any kids?! What are you, one of them queers!?"
2643,3012,3,0,2,1,1,0-2-1,@###### you a poop. :( see I'm going all ghetto talk. Wtf!
2644,6277,3,2,1,0,0,2/1/2000,@###### he looks like a pretty dyke&#128129;&#10024;
2645,20133,3,0,2,1,1,0-2-1,"RT @###### Whatchu know bout livin in the ghetto, eating cottage cheese 3 times a day. Lil salt Lil peppa lil A1, Lil barbeeequeee @######"
2646,24245,3,2,1,0,0,2/1/2000,dem niggas ca have them white hoes.... I love my beautiful black sistas....
2647,19578,3,0,2,1,1,0-2-1,RT @###### If I get 30 or more retweets that's proof I get 0 bitches. Let's settle this once and for all
2648,3947,3,1,2,0,1,1/2/2000,@###### r u a faggot?
2649,10436,3,0,1,2,2,0-1-2,I couldn't press send. That tweet about anchor babies was even too raw for me.
2650,3156,3,1,0,2,2,1-0-2,@###### @###### boy u look like big bird off of sesame street
2651,2699,3,0,3,0,1,0-3-0,@###### yeah...bitch!
2652,17025,3,0,1,2,2,0-1-2,RT @###### EDM music is trash af and annoying
2653,22551,3,0,3,0,1,0-3-0,This is why no one likes you. Because you're a bitch. And a slut.
2654,23156,3,0,2,1,1,0-2-1,When a hoe go back to her roots
2655,7500,3,3,0,0,0,3-0-0,@###### white boy talmbout Ight I'll see you tomorrow at school nigger
2656,15339,3,0,3,0,1,0-3-0,RT @###### &#8220;@###### I just fucked the life out this bitch! &#128514;&#128514;&#128514;&#128164;&#8221;&#128514;&#128514;&#128514;
2657,12322,3,0,3,0,1,0-3-0,Its wayyyyy more going on now than 2 have u pushing yo trash ass music right now
2658,4583,3,0,0,3,2,0-0-3,"@###### strawberry shortcake. Stacked with whipped cream, yellow spunge-cake, &amp; sliced #strawberries freshly picked from the farm w/ my kids."
2659,24314,3,3,0,0,0,3-0-0,fat dykes make me want to vomit
2660,23063,3,3,0,0,0,3-0-0,What a fag
2661,23446,3,0,2,1,1,0-2-1,"Women stay bragging about their mans penis and wonder why your friend fucked him....smh ....silly, silly hoe."
2662,9250,3,0,3,0,1,0-3-0,Everybody is being a bitch at my house
2663,11417,3,0,0,3,2,0-0-3,"I would like to test and see how long your tongue really is, my lady. [eggplant emoji] @######"
2664,5389,3,0,2,1,1,0-2-1,@###### @###### lol send dat nicca clean out talmbout some n what if he really is &#128514;&#128514;&#128514;
2665,5890,3,0,0,3,2,0-0-3,@###### lol trash I would of kept it if she was cute
2666,9171,3,1,2,0,1,1/2/2000,Eat a dick bitch
2667,8988,3,2,1,0,0,2/1/2000,Dis broad done tagged dis nicca n a video of his sis giving dome .. #Tragic
2668,25031,3,0,3,0,1,0-3-0,"the sassy clerk at the post office was curious why I was getting packages from Japan, bitch I'm just buyin toys"
2669,9240,3,3,0,0,0,3-0-0,Every spic cop should be killed. Those pigs only got their job to 'get even' but white people never did anything to them.
2670,17595,3,0,1,2,2,0-1-2,"RT @###### Twitter has a bird as its logo, that's why when you join you're an egg. And your home button is a birdhouse. Why am I jus&#8230;"
2671,17834,3,0,3,0,1,0-3-0,"RT @###### Anytime a girl asks you for help, tell that bitch to ask Channing Tatum since that's her MCM."
2672,4092,3,0,1,2,2,0-1-2,@###### @###### @###### I just wanted brownies man
2673,14401,3,0,2,1,1,0-2-1,RT @###### Niggas love cuffing hoes then acting surprised when they turn out to be hoes.
2674,13479,3,0,1,2,2,0-1-2,"My teacher always says ""Has a man ever abused his wife while using marijuana? Not unless she hides the Oreo cookies then she deserves it."""
2675,509,3,0,3,0,1,0-3-0,"""I'm sick of his shit man @###### Sit his bitch ass, I'm fed up bro RT ""@###### Geno threw yet another pick smh"""""
2676,3766,3,1,0,2,2,1-0-2,@###### tranny
2677,2208,3,2,1,0,0,2/1/2000,",@###### me gusta ""typing like a retard to make the other person look dumber by pretending to agree with them"" bazinga"
2678,9460,3,0,1,2,2,0-1-2,Friends don't let friends become guidos. #themoreyouknow
2679,14271,3,0,2,1,1,0-2-1,Pullout game trash... &#171;@###### Iyanla having an intrrvention with a man who has 34 kids with 17 women. I have other questions.&#187;
2680,12656,3,2,1,0,0,2/1/2000,Lemme find out that bitch nigga talking shit
2681,15809,3,0,2,1,1,0-2-1,RT @###### when I'm pissed I either go merit scholar and use big words or I go ghetto fabulous and talk like I'm trashy. either way I&#8230;
2682,9347,3,1,2,0,1,1/2/2000,"Fighting on the Internet is like competing in the special Olympics, even if you win, you're still retarded."
2683,1474,3,3,0,0,0,3-0-0,"&#8220;@###### White kids favorite activities1. Calling people ""niggers"" on Xbox
2.fucking their pet
3. Shooting up their school&#8221;"
2684,6097,3,0,1,2,2,0-1-2,@###### dayum saterlyt shoz un bayg ho-ul
2685,15002,3,0,1,2,2,0-1-2,"RT @###### My wife's doing some sort of ""boot-scootin"" while singing, ""a little less talk and a lot more action!""...where was this ho&#8230;"
2686,4485,3,2,1,0,0,2/1/2000,@###### fuck you niggah you gay. Lol
2687,15410,3,0,1,2,2,0-1-2,RT @###### Just spent a good twenty mins trying to teach my bird the skyrim theme song. Then I realized that he was a bird.
2688,9190,3,0,1,2,2,0-1-2,Embrace it. Love it. Flip this group of mine runoff water colored turds off and make a pick.
2689,4576,3,0,0,3,2,0-0-3,@###### ho no. Without ur vote we lost the election. AK49 is taking oath as PM today. :-)
2690,20715,3,0,0,3,2,0-0-3,"RT @###### On this #USMNT day 2014, the Yanks advanced out of the #GroupOfDeath despite a 0-1 loss to #GER."
2691,4245,3,2,1,0,0,2/1/2000,@###### I don't follow you because everything about your company is white trash.
2692,6080,3,0,3,0,1,0-3-0,@###### Wuw. Am not wun uv ur hoes dnt send mi pics
2693,1056,3,0,2,1,1,0-2-1,&#128553;&#128557; RT @###### My Co worker talking about what's my twitter name Oh no hoe you could never screen shot me to the boss
2694,1122,3,0,2,1,1,0-2-1,&#8220;@###### Been watching madea plays every night &#128514;&#8221;singing ass bitches
2695,7285,3,0,1,2,2,0-1-2,"@###### funny, I thought @###### #tbt 90s photo this week would have you hanging me over a trash can by my ankles"
2696,10588,3,0,0,3,2,0-0-3,I from the planet of apes king Kong clips
2697,22827,3,0,3,0,1,0-3-0,U wanted to go in the military but yo bitch ass couldn't handle nobody shooting at u so shut yo mf mouth and #salute those who did
2698,21793,3,0,0,3,2,0-0-3,"Thank you, hand out that candy Charlie @###### @###### @###### @###### @###### @######"
2699,17566,3,2,1,0,0,2/1/2000,RT @###### @###### @###### all deze hoes got past demons in em... YOLO nigga lol + Hahahahaha
2700,7425,3,0,2,1,1,0-2-1,@###### well I already got some lol but I'm bout to hop in the shower and eat something real quick then I'll be on my way nig
2701,2523,3,2,1,0,0,2/1/2000,@###### guys not supposed to get their ass sucked queer
2702,3111,3,0,3,0,1,0-3-0,@###### @###### dude quit being a hyposhitical bitch. you ran downstairs crying/begging me not to tell anyone.
2703,4654,3,0,2,1,1,0-2-1,@###### we some hoes bruhhh lol
2704,19714,3,1,2,0,1,1/2/2000,RT @###### Swag fags are now hibernating because great America and Christmas in the park are both closed. &#128514;
2705,24936,3,2,1,0,0,2/1/2000,slow replies make me feel like a retard and I just want to put my foot through a wall... hjhdyhdhlgjdftilh
2706,22250,3,2,1,0,0,2/1/2000,These hoes be lying to all of us nigga I got news for the monogamous niggas yo bitch fucking anonymous niggas!!!
2707,23749,3,0,3,0,1,0-3-0,You bitter bitches need a life..!
2708,14033,3,3,0,0,0,3-0-0,Only white trash would call slants and hindis and moslems their equals.
2709,8463,3,1,0,2,2,1-0-2,Burritos are trash
2710,1266,3,1,2,0,1,1/2/2000,&#8220;@###### Lol good now I got them nasty rednecks off my back I can take care of business&#8221; @###### @###### he serious
2711,5364,3,0,2,1,1,0-2-1,@###### pussy watch it nuh mi Neva lov mon. -badmon
2712,23328,3,2,1,0,0,2/1/2000,Why are some people such faggots? Like were you born that way or are you just that big of a douche bag.
2713,8293,3,1,2,0,1,1/2/2000,Bitches be like im nt beefing over a niggah smh
2714,12298,3,1,0,2,2,1-0-2,"Its #ArabSpring Training, Charlie Brown! #rejectedpeanutsspecials"
2715,7340,3,1,0,2,2,1-0-2,"@###### .....I think its about #Whites trying to be the most #Blackish ......what we in Socal call ""wiggers"". #liberals #democrats"
2716,4811,3,1,0,2,2,1-0-2,@###### I'm redneck crazy
2717,5977,3,0,1,2,2,0-1-2,@###### he see the jig
2718,8012,3,3,0,0,0,3-0-0,Anyone who came to the US as an indentured servant is white trash.
2719,16749,3,0,1,2,2,0-1-2,"RT @###### ""Bae"" means ""before anything else"" I always thought it was a ghetto word for ""babe"""
2720,3906,3,0,0,3,2,0-0-3,@###### The spear chuckers are flooding into Upton Park.
2721,4796,3,1,0,2,2,1-0-2,@###### yeah and you're gonna play with retards who wanna do drugs all day but &#128056;&#9749;&#65039;
2722,1869,3,0,2,1,1,0-2-1,&#8220;@###### this bitch tried the wrong one &#128514;&#128553; it'll all go down hill from now &#128536;&#8221;&#128064;
2723,3851,3,0,0,3,2,0-0-3,"@###### @###### Oh but those last few that did.. Charlie, Wilma, Jeanne..."
2724,18491,3,2,0,1,0,2-0-1,RT @###### I saw a great chimpout 2 summers ago. A middle aged Salvadoran and his 15 Yr old son got wasted by 6 beaners at the metlife &#8230;
2725,3121,3,2,0,1,0,2-0-1,@###### this like a retarded wu-tang clan
2726,19922,3,1,2,0,1,1/2/2000,RT @###### Black girls hoes cause they fuck niggas for money revenge and dumb shit like that
2727,1930,3,1,2,0,1,1/2/2000,&#8220;@###### 100% of the female population needs to stop being such a bitch&#8221;
2728,6596,3,1,2,0,1,1/2/2000,@###### @###### u call me dumb but u speak on shit u don't know nothing about yea look who's fucking talking retard
2729,3550,3,1,0,2,2,1-0-2,@###### Hey u just followed me not long ago. Gonna nip that in da bud. like ur bio tho. U know the white devils stole our our
2730,24544,3,1,2,0,1,1/2/2000,if ive ever been a faggot to you let me know and ill change :)
2731,9565,3,3,0,0,0,3-0-0,Fuck you ghetto ass coons
2732,5092,3,0,3,0,1,0-3-0,"@###### i also like flip a bitch, which is gabbys. #QualityWords"
2733,23317,3,0,1,2,2,0-1-2,Whoops bought snuggly hideous fuzzy boots because it's cold as balls all of a sudden
2734,2642,3,2,1,0,0,2/1/2000,@###### you'd like that wouldn't you fag
2735,1241,3,0,2,1,1,0-2-1,&#8220;@###### Anybody that gets traded straight up for Brandon knight is trash @######
2736,18913,3,0,3,0,1,0-3-0,RT @###### Lil stupid ass bitch.. i aint fucking with YOU &#128514;
2737,18158,3,3,0,0,0,3-0-0,"RT @###### &#8220;@###### "" if you aint bout that Murder Game pussy nigga shut up ""&#8221;252 GANG &#128514;&#128514;&#128514;&#128514;&#128514;"
2738,11211,3,0,0,3,2,0-0-3,I swear the people cleaning the office switch what side the trash vs recycling cans are on on purpose to mess with me.
2739,11043,3,0,0,3,2,0-0-3,I miss my monkey &#128533;
2740,5022,3,0,3,0,1,0-3-0,@###### bitch please. Not gonna happen. Nope.
2741,8992,3,0,1,2,2,0-1-2,Dis nicca lame
2742,8571,3,1,2,0,1,1/2/2000,Can't fuck with a coon ass girl bruh
2743,10150,3,0,0,3,2,0-0-3,Homework and boonies date with Caitlin tonight&gt;&gt;
2744,11026,3,0,2,1,1,0-2-1,I masturbated into the lingerie catalog out of spite. how dare she throw it in the trash before I get to look at it!
2745,2621,3,0,0,3,2,0-0-3,@###### whoever made this twitter doesnt like the Lakers... they r making a comeback but this accnt still continues to trash talk em
2746,17951,3,3,0,0,0,3-0-0,RT @###### &#8220;@###### &#8220;@###### @###### @###### uhhh you've been judged&#8221; it happens. #whitepower...I'll hang you nigger&#8221; wo&#8230;
2747,15412,3,2,0,1,0,2-0-1,RT @###### Horrible RT @###### Invader Zim was trash
2748,8001,3,1,2,0,1,1/2/2000,"Any dope nigga or pretty chick is gon have people wantin their attention.. Y'all gotta grow up with that ""you got hoes"" shit.."
2749,13953,3,0,0,3,2,0-0-3,On a mission to find some zebra cakes
2750,7095,3,2,1,0,0,2/1/2000,"@###### he looks like reg. Memphis,tn. trash! we got them everywhere."
2751,24069,3,1,2,0,1,1/2/2000,"and these hoes shallow, shiesty, trifling, but we been knew that."
2752,24791,3,1,2,0,1,1/2/2000,"nobody bout their actions, you all pussy"
2753,21261,3,0,2,1,1,0-2-1,ShoutOut to Brooklyn and this $3.47/gal gas. On my way to Atlantic to mess with ghetto girls working at Target now.
2754,10517,3,1,2,0,1,1/2/2000,I don't talk to niccas I talk to god we can relate
2755,14610,3,0,2,1,1,0-2-1,"RT @###### I really don't be tryna hoe nobody.. I eat, we all eat. Literally."
2756,4298,3,0,3,0,1,0-3-0,@###### Squad builders gets you bitches
2757,13973,3,0,1,2,2,0-1-2,One mans trash is another mans treasure #believe
2758,2540,3,0,3,0,1,0-3-0,@###### bruh bruh that bitch ain't loyal !
2759,19332,3,0,2,1,1,0-2-1,RT @###### Am I the only one Tht see these hoes pattern. They stop tweet for 3 to 4 weeks and come bac with the same love tweets bout &#8230;
2760,5624,3,0,0,3,2,0-0-3,@###### Houston was top five in AHL attendance while Aeros were here. The transplanted snow bird would love a team.
2761,3404,3,2,1,0,0,2/1/2000,@###### roid rage much faggot?
2762,13674,3,2,1,0,0,2/1/2000,Niggas sleepin with bitches grandmas??? Lmfao maury fake af
2763,24592,3,2,1,0,0,2/1/2000,ion speak on how flaw niggas and thirsty hoes be on I.g but boyyyyyy look at here &#128586;&#128586;
2764,20956,3,1,2,0,1,1/2/2000,Ref finally calls it when it's an arm ball but those hoes didn't count the hand ball in the Mexico game. K #yesiamstillsalty
2765,2570,3,2,1,0,0,2/1/2000,@###### @###### do i literally eat asshole for a living? is that what i actually do faggot? You seem a little confused..
2766,4941,3,1,2,0,1,1/2/2000,@###### bitch trying to turn this shit like Facebook
2767,7316,3,0,2,1,1,0-2-1,@###### wyo bitch
2768,3274,3,2,1,0,0,2/1/2000,@###### omg gtfo white faggot
2769,5989,3,0,2,1,1,0-2-1,@###### hay pussy cat &#128539;&#128541;&#128075;&#128075;
2770,22588,3,2,1,0,0,2/1/2000,This niggah know wassup
2771,2423,3,0,0,3,2,0-0-3,@###### @###### clams to be a comedy writer. #untrue
2772,5519,3,2,1,0,0,2/1/2000,@###### @###### lmao you stupid nigger
2773,5877,3,1,2,0,1,1/2/2000,"@###### I'm subtweeting my sister, hoe"
2774,15357,3,1,2,0,1,1/2/2000,RT @###### Ima catfish a bitch with fake arms
2775,3903,3,0,0,3,2,0-0-3,@###### Not taking Franks advice and he ate the yellow snow.
2776,12560,3,1,0,2,2,1-0-2,Knock em down wit sum chunky &#128548;&#128299;
2777,17501,3,1,2,0,1,1/2/2000,RT @###### I wish I would chase a hoe .
2778,20866,3,1,2,0,1,1/2/2000,RT @###### @###### because they're all fucking two years old acting like I won't mind being tagged bitch I will violate you
2779,3891,3,0,1,2,2,0-1-2,@###### yellow shirt hat turnt to da side
2780,15847,3,0,0,3,2,0-0-3,RT @###### i am that horrible friend who reads your text then puts the phone down to do something and forgets to reply until 4 ho&#8230;
2781,12385,3,0,1,2,2,0-1-2,Joba Chamberlain looks like a homeless guy that won a contest. #Yankees
2782,6256,3,0,2,1,1,0-2-1,@###### Are you sure you ain't colored?
2783,750,3,3,0,0,0,3-0-0,#Minnesota is full of white trash
2784,4167,3,3,0,0,0,3-0-0,@###### - you know what you did you faggot. There are literally thousands of people that have you on their radar homo
2785,4627,3,0,3,0,1,0-3-0,@###### haha yeah they do say im a little bitch
2786,2737,3,0,1,2,2,0-1-2,@###### @###### Well...how about those Yankees this year? What a run. #wtfiswrongwithnebraska
2787,12048,3,1,2,0,1,1/2/2000,"Im rick james bitch, show me ya titties"
2788,6469,3,0,0,3,2,0-0-3,@###### blue cheese crackers intrigues and repulses me at the same time.
2789,23853,3,2,1,0,0,2/1/2000,You like them bitch niggas.
2790,3024,3,1,0,2,2,1-0-2,@###### you're from a trash can
2791,2246,3,0,2,1,1,0-2-1,1 time for the lonely hoes watching #Scandal re runs
2792,24740,3,2,0,1,0,2-0-1,my mom tried to get me to buy beaner boots bc they were on sale like I'm not in a mariachi band please stop.
2793,5910,3,1,0,2,2,1-0-2,@###### Ho ho ho.
2794,18627,3,0,3,0,1,0-3-0,RT @###### &#8220;@###### @###### @###### long as my bitches love me &#128527;&#8221; &#128514;&#128076;
2795,5244,3,0,2,1,1,0-2-1,@###### No I don't fuck with those hoes ask Paco he does
2796,2299,3,3,0,0,0,3-0-0,"4 old hoes, a ponk, and a dyke outchea having ""girl talk"""
2797,6127,3,0,1,2,2,0-1-2,@###### discredited by whom? Per the government the study is good and factual. Pay your bills moocher teabaggers and republicans
2798,23500,3,0,2,1,1,0-2-1,Y'all be cool out there in that cold chasing them hoes &#9996;&#65039;
2799,11079,3,3,0,0,0,3-0-0,I never had any friends the entire time I lived in #Virginia. No one was cool to me. I hope those white trash Southerners all die.
2800,3456,3,2,1,0,0,2/1/2000,@###### @###### @###### your low info redneck dumbasses vote for these corporate shills that idiots like you believe #dummies
2801,19178,3,0,0,3,2,0-0-3,RT @###### The mandate still being in effect means the marriage ban in Nevada is unconstitutional. Trial court is yet to enter injun&#8230;
2802,2791,3,1,2,0,1,1/2/2000,"@###### you need your ass whipped with a whip Mr house nigger, remember u will always b a nigger to them!"
2803,23488,3,0,2,1,1,0-2-1,"Wtf, ""Show me the hoe facts"""
2804,21350,3,2,1,0,0,2/1/2000,Smh hate that hoe
2805,20869,3,0,3,0,1,0-3-0,"RT @###### @###### @###### she a hoe year-round, yeezy taught me"
2806,14128,3,0,3,0,1,0-3-0,People hate on da rig life but I love my baby more then a pussy ass nigguh
2807,16086,3,0,1,2,2,0-1-2,"RT @###### There's coon classic (R. Kelly, Usher) and then there's classic (Stevie Wonder, Prince). Not that there's anything wrong with&#8230;"
2808,8424,3,0,2,1,1,0-2-1,Broner would still knock half u niccas out
2809,21511,3,3,0,0,0,3-0-0,"Somebody please choke that fucking retard that keeps yelling ""mashed potatoes"". What a tool! #PGAChampionship"
2810,6766,3,0,3,0,1,0-3-0,@###### pretty like a bitch
2811,20922,3,0,1,2,2,0-1-2,"Re: Alexander Skarsgard, my roommate has declared: ""He's a sexy albino lizard. i dont know how that's sexy, but it kinda is."""
2812,4879,3,3,0,0,0,3-0-0,@###### Shame of you! Self-hating kike. We Jews are G-d's chosen people.
2813,1641,3,0,2,1,1,0-2-1,&#8220;@###### An orangutan once tried to have sex with actress Julia Roberts.&#8221;Smart monkey&#128514;
2814,3670,3,0,2,1,1,0-2-1,@###### @###### because it's hilarious how it makes teabaggers freak out. I'll do it again too.
2815,17299,3,3,0,0,0,3-0-0,RT @###### Green azz niggas!!!! &amp; yall new bitches condone dat sucka activity dat why they keep doin it!!!
2816,3709,3,2,0,1,0,2-0-1,"@###### I remember his nephew Lucas crying and dan saying ""quit being such a pussy and grow a pair"" or something. &#128514;&#128557; dans so funny."
2817,23159,3,2,1,0,0,2/1/2000,When a pussy nigga socks you and doesn't knock you out.
2818,21079,3,0,3,0,1,0-3-0,Say you love that bitch so much I'll kill you right in front of her
2819,15796,3,0,3,0,1,0-3-0,RT @###### @###### we all know this nigga a bitch.... niggas got nerve on twitter.
2820,9338,3,2,1,0,0,2/1/2000,Feminist aka a bitch.
2821,6621,3,0,3,0,1,0-3-0,@###### bitch let's fight today where you at or are you going to bitch up again. I think your going to bitch up again
2822,11219,3,0,3,0,1,0-3-0,"I swear, new bitches here me rap and its a WRAP !!"
2823,7192,3,2,1,0,0,2/1/2000,@###### youre a fag
2824,16794,3,3,0,0,0,3-0-0,RT @###### Apartheid. &#8220;@###### pedestrian check = show me your freedom papers you darkies.&#8221;
2825,22938,3,2,1,0,0,2/1/2000,Wake up you stoopid dyke @######
2826,4020,3,2,1,0,0,2/1/2000,@###### idk you into mouthy spics on welfare with 6 kids and 3 baby daddy's?
2827,20315,3,1,2,0,1,1/2/2000,RT @###### white bitches love cocaine
2828,13378,3,0,3,0,1,0-3-0,"My lil bitch just called me, said she needa break. But you can leave.. Cuz bitch I'm doin GREAT!"
2829,22629,3,2,1,0,0,2/1/2000,This white bitch tried to set me up for a racial war ... Lol bitch it's impossible I'm smarter then you
2830,4225,3,0,2,1,1,0-2-1,@###### really telling me to call him boo.... Uhhh naw &#128581; you the niggah &amp; that's that &#128540;
2831,18684,3,0,3,0,1,0-3-0,"RT @###### She a bad bitch, let's get to it right away ."
2832,20244,3,1,0,2,2,1-0-2,RT @###### I can't stand to be around ghetto girls.&#128134;
2833,12618,3,2,0,1,0,2-0-1,Lakers are trash right now.
2834,562,3,1,2,0,1,1/2/2000,"""She's from Florida so you've got to do the sniff test in those swamp pussies"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128553;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;"
2835,3255,3,2,1,0,0,2/1/2000,@###### @###### hoe don't make me put up screenshots of your texts to me hoe
2836,20436,3,0,2,1,1,0-2-1,RT @###### Sometimes I listen &amp; revisit them old albums often as I can &amp; skim through all them bitches to make sure I keep up with &#8230;
2837,24000,3,2,1,0,0,2/1/2000,Your retarded.
2838,2407,3,0,1,2,2,0-1-2,@###### that's not ghetto. That's sweet and a movie quote. Try again
2839,22236,3,0,3,0,1,0-3-0,These hoes ain't loyal#
2840,10669,3,0,1,2,2,0-1-2,I got to get the trash out and make breakfast for the Frau and start laundry so y'all be good till I get back. Cracker Out!
2841,22405,3,0,1,2,2,0-1-2,This bitch THINCC she dress coding me &#9995;&#128514;&#128557;
2842,3094,3,2,1,0,0,2/1/2000,@###### @###### @###### shut up fag
